date,secao,secao_nome,saldo,admissoes,fonte
2008-10-01,T,Serviços domésticos,7,569,CAGED Antigo
2008-10-01,U,Organismos internacionais,-72,97,CAGED Antigo
2008-11-01,A,Agropecuária,-50178,81630,CAGED Antigo
2008-11-01,B,Indústria extrativa,-944,4450,CAGED Antigo
2008-11-01,C,Indústria de transformação,-83299,202216,CAGED Antigo
2008-11-01,D,Eletricidade e gás,61,936,CAGED Antigo
2008-11-01,E,"Água, esgoto e resíduos",-1293,4799,CAGED Antigo
2008-11-01,F,Construção,-22973,147217,CAGED Antigo
2008-11-01,G,Comércio e reparação,78778,361676,CAGED Antigo
2008-11-01,H,Transporte e armazenagem,4375,60356,CAGED Antigo
2008-11-01,I,Alojamento e alimentação,13539,76389,CAGED Antigo
2008-11-01,J,Informação e comunicação,3010,26169,CAGED Antigo
2008-11-01,K,Atividades financeiras,18,12071,CAGED Antigo
2008-11-01,L,Atividades imobiliárias,212,3187,CAGED Antigo
2008-11-01,M,Atividades profissionais e científicas,3322,30306,CAGED Antigo
2008-11-01,N,Atividades administrativas e serviços,10004,176390,CAGED Antigo
2008-11-01,O,Administração pública,-1853,3169,CAGED Antigo
2008-11-01,P,Educação,-408,16689,CAGED Antigo
2008-11-01,Q,Saúde humana e serviço social,6184,33215,CAGED Antigo
2008-11-01,R,"Artes, cultura e esporte",1615,7106,CAGED Antigo
2008-11-01,S,Outros serviços,-902,27119,CAGED Antigo
2008-11-01,T,Serviços domésticos,-65,444,CAGED Antigo
2008-11-01,U,Organismos internacionais,-26,138,CAGED Antigo
2008-12-01,A,Agropecuária,-133963,46188,CAGED Antigo
2008-12-01,B,Indústria extrativa,-2908,2424,CAGED Antigo
2008-12-01,C,Indústria de transformação,-267666,105478,CAGED Antigo
2008-12-01,D,Eletricidade e gás,-271,732,CAGED Antigo
2008-12-01,E,"Água, esgoto e resíduos",-1382,4010,CAGED Antigo
2008-12-01,F,Construção,-83557,83884,CAGED Antigo
2008-12-01,G,Comércio e reparação,-17815,278967,CAGED Antigo
2008-12-01,H,Transporte e armazenagem,-17179,45695,CAGED Antigo
2008-12-01,I,Alojamento e alimentação,1475,62276,CAGED Antigo
2008-12-01,J,Informação e comunicação,-1942,19317,CAGED Antigo
2008-12-01,K,Atividades financeiras,-2545,8469,CAGED Antigo
2008-12-01,L,Atividades imobiliárias,-238,2420,CAGED Antigo
2008-12-01,M,Atividades profissionais e científicas,-6569,21286,CAGED Antigo
2008-12-01,N,Atividades administrativas e serviços,-21608,144952,CAGED Antigo
2008-12-01,O,Administração pública,-28512,2393,CAGED Antigo
2008-12-01,P,Educação,-42189,9374,CAGED Antigo
2008-12-01,Q,Saúde humana e serviço social,-4967,25017,CAGED Antigo
2008-12-01,R,"Artes, cultura e esporte",-1365,4997,CAGED Antigo
2008-12-01,S,Outros serviços,-21406,19081,CAGED Antigo
2008-12-01,T,Serviços domésticos,-239,295,CAGED Antigo
2008-12-01,U,Organismos internacionais,-100,44,CAGED Antigo
2009-01-01,A,Agropecuária,-12335,90533,CAGED Antigo
2009-01-01,B,Indústria extrativa,-336,3490,CAGED Antigo
2009-01-01,C,Indústria de transformação,-54209,200299,CAGED Antigo
2009-01-01,D,Eletricidade e gás,-193,887,CAGED Antigo
2009-01-01,E,"Água, esgoto e resíduos",523,7042,CAGED Antigo
2009-01-01,F,Construção,12388,156164,CAGED Antigo
2009-01-01,G,Comércio e reparação,-50651,296024,CAGED Antigo
2009-01-01,H,Transporte e armazenagem,-8120,51698,CAGED Antigo
2009-01-01,I,Alojamento e alimentação,929,71794,CAGED Antigo
2009-01-01,J,Informação e comunicação,1251,23852,CAGED Antigo
2009-01-01,K,Atividades financeiras,-1218,9932,CAGED Antigo
2009-01-01,L,Atividades imobiliárias,984,3516,CAGED Antigo
2009-01-01,M,Atividades profissionais e científicas,6293,35153,CAGED Antigo
2009-01-01,N,Atividades administrativas e serviços,-3435,161158,CAGED Antigo
2009-01-01,O,Administração pública,2238,11534,CAGED Antigo
2009-01-01,P,Educação,-5826,20261,CAGED Antigo
2009-01-01,Q,Saúde humana e serviço social,6239,34272,CAGED Antigo
2009-01-01,R,"Artes, cultura e esporte",1261,7180,CAGED Antigo
2009-01-01,S,Outros serviços,2333,31036,CAGED Antigo
2009-01-01,T,Serviços domésticos,70,565,CAGED Antigo
2009-01-01,U,Organismos internacionais,63,157,CAGED Antigo
2009-02-01,A,Agropecuária,660,89947,CAGED Antigo
2009-02-01,B,Indústria extrativa,-597,3356,CAGED Antigo
2009-02-01,C,Indústria de transformação,-56680,204138,CAGED Antigo
2009-02-01,D,Eletricidade e gás,178,896,CAGED Antigo
2009-02-01,E,"Água, esgoto e resíduos",-1,6646,CAGED Antigo
2009-02-01,F,Construção,4071,143550,CAGED Antigo
2009-02-01,G,Comércio e reparação,-8963,282817,CAGED Antigo
2009-02-01,H,Transporte e armazenagem,1004,54993,CAGED Antigo
2009-02-01,I,Alojamento e alimentação,660,66126,CAGED Antigo
2009-02-01,J,Informação e comunicação,2547,22790,CAGED Antigo
2009-02-01,K,Atividades financeiras,24,9703,CAGED Antigo
2009-02-01,L,Atividades imobiliárias,764,3280,CAGED Antigo
2009-02-01,M,Atividades profissionais e científicas,2810,29736,CAGED Antigo
2009-02-01,N,Atividades administrativas e serviços,-4312,150657,CAGED Antigo
2009-02-01,O,Administração pública,14476,20418,CAGED Antigo
2009-02-01,P,Educação,35975,65193,CAGED Antigo
2009-02-01,Q,Saúde humana e serviço social,6659,36211,CAGED Antigo
2009-02-01,R,"Artes, cultura e esporte",1108,6526,CAGED Antigo
2009-02-01,S,Outros serviços,8635,35920,CAGED Antigo
2009-02-01,T,Serviços domésticos,92,499,CAGED Antigo
2009-02-01,U,Organismos internacionais,69,152,CAGED Antigo
2009-03-01,A,Agropecuária,7186,116238,CAGED Antigo
2009-03-01,B,Indústria extrativa,96,3747,CAGED Antigo
2009-03-01,C,Indústria de transformação,-35035,263270,CAGED Antigo
2009-03-01,D,Eletricidade e gás,172,1039,CAGED Antigo
2009-03-01,E,"Água, esgoto e resíduos",-3,7020,CAGED Antigo
2009-03-01,F,Construção,17168,173776,CAGED Antigo
2009-03-01,G,Comércio e reparação,-9379,322279,CAGED Antigo
2009-03-01,H,Transporte e armazenagem,6661,65555,CAGED Antigo
2009-03-01,I,Alojamento e alimentação,-4980,70432,CAGED Antigo
2009-03-01,J,Informação e comunicação,444,23647,CAGED Antigo
2009-03-01,K,Atividades financeiras,-402,10773,CAGED Antigo
2009-03-01,L,Atividades imobiliárias,94,3195,CAGED Antigo
2009-03-01,M,Atividades profissionais e científicas,5185,35287,CAGED Antigo
2009-03-01,N,Atividades administrativas e serviços,12549,178131,CAGED Antigo
2009-03-01,O,Administração pública,7128,14088,CAGED Antigo
2009-03-01,P,Educação,19169,47481,CAGED Antigo
2009-03-01,Q,Saúde humana e serviço social,5446,39765,CAGED Antigo
2009-03-01,R,"Artes, cultura e esporte",24,6969,CAGED Antigo
2009-03-01,S,Outros serviços,3105,36018,CAGED Antigo
2009-03-01,T,Serviços domésticos,9,536,CAGED Antigo
2009-03-01,U,Organismos internacionais,179,262,CAGED Antigo
2009-04-01,A,Agropecuária,22116,118957,CAGED Antigo
2009-04-01,B,Indústria extrativa,-447,3812,CAGED Antigo
2009-04-01,C,Indústria de transformação,290,263488,CAGED Antigo
2009-04-01,D,Eletricidade e gás,105,1062,CAGED Antigo
2009-04-01,E,"Água, esgoto e resíduos",319,6920,CAGED Antigo
2009-04-01,F,Construção,15326,158531,CAGED Antigo
2009-04-01,G,Comércio e reparação,6476,306135,CAGED Antigo
2009-04-01,H,Transporte e armazenagem,12496,66141,CAGED Antigo
2009-04-01,I,Alojamento e alimentação,182,66368,CAGED Antigo
2009-04-01,J,Informação e comunicação,516,23031,CAGED Antigo
2009-04-01,K,Atividades financeiras,-89,10137,CAGED Antigo
2009-04-01,L,Atividades imobiliárias,745,3393,CAGED Antigo
2009-04-01,M,Atividades profissionais e científicas,5264,34433,CAGED Antigo
2009-04-01,N,Atividades administrativas e serviços,9666,163205,CAGED Antigo
2009-04-01,O,Administração pública,4998,10141,CAGED Antigo
2009-04-01,P,Educação,10090,31498,CAGED Antigo
2009-04-01,Q,Saúde humana e serviço social,9777,39671,CAGED Antigo
2009-04-01,R,"Artes, cultura e esporte",441,6349,CAGED Antigo
2009-04-01,S,Outros serviços,7504,36204,CAGED Antigo
2009-04-01,T,Serviços domésticos,55,513,CAGED Antigo
2009-04-01,U,Organismos internacionais,366,447,CAGED Antigo
2009-05-01,A,Agropecuária,52844,141896,CAGED Antigo
2009-05-01,B,Indústria extrativa,199,4034,CAGED Antigo
2009-05-01,C,Indústria de transformação,87,231439,CAGED Antigo
2009-05-01,D,Eletricidade e gás,320,1174,CAGED Antigo
2009-05-01,E,"Água, esgoto e resíduos",-60,6138,CAGED Antigo
2009-05-01,F,Construção,18253,167594,CAGED Antigo
2009-05-01,G,Comércio e reparação,15653,311442,CAGED Antigo
2009-05-01,H,Transporte e armazenagem,4585,64438,CAGED Antigo
2009-05-01,I,Alojamento e alimentação,287,67395,CAGED Antigo
2009-05-01,J,Informação e comunicação,1966,23239,CAGED Antigo
2009-05-01,K,Atividades financeiras,1045,10669,CAGED Antigo
2009-05-01,L,Atividades imobiliárias,626,3400,CAGED Antigo
2009-05-01,M,Atividades profissionais e científicas,4519,34064,CAGED Antigo
2009-05-01,N,Atividades administrativas e serviços,6063,166597,CAGED Antigo
2009-05-01,O,Administração pública,1474,8292,CAGED Antigo
2009-05-01,P,Educação,8025,28206,CAGED Antigo
2009-05-01,Q,Saúde humana e serviço social,8040,37267,CAGED Antigo
2009-05-01,R,"Artes, cultura e esporte",216,6150,CAGED Antigo
2009-05-01,S,Outros serviços,7288,34416,CAGED Antigo
2009-05-01,T,Serviços domésticos,50,497,CAGED Antigo
2009-05-01,U,Organismos internacionais,78,227,CAGED Antigo
2009-07-01,A,Agropecuária,29070,134751,CAGED Antigo
2009-07-01,B,Indústria extrativa,372,4285,CAGED Antigo
2009-07-01,C,Indústria de transformação,16377,244695,CAGED Antigo
2009-07-01,D,Eletricidade e gás,-24,1062,CAGED Antigo
2009-07-01,E,"Água, esgoto e resíduos",2723,8402,CAGED Antigo
2009-07-01,F,Construção,34121,187043,CAGED Antigo
2009-07-01,G,Comércio e reparação,29055,330667,CAGED Antigo
2009-07-01,H,Transporte e armazenagem,6446,65414,CAGED Antigo
2009-07-01,I,Alojamento e alimentação,641,68220,CAGED Antigo
2009-07-01,J,Informação e comunicação,-400,25121,CAGED Antigo
2009-07-01,K,Atividades financeiras,1139,11077,CAGED Antigo
2009-07-01,L,Atividades imobiliárias,666,3573,CAGED Antigo
2009-07-01,M,Atividades profissionais e científicas,6361,36867,CAGED Antigo
2009-07-01,N,Atividades administrativas e serviços,9612,167918,CAGED Antigo
2009-07-01,O,Administração pública,1768,8750,CAGED Antigo
2009-07-01,P,Educação,-10269,20988,CAGED Antigo
2009-07-01,Q,Saúde humana e serviço social,8475,39600,CAGED Antigo
2009-07-01,R,"Artes, cultura e esporte",779,6655,CAGED Antigo
2009-07-01,S,Outros serviços,1391,32311,CAGED Antigo
2009-07-01,T,Serviços domésticos,24,535,CAGED Antigo
2009-07-01,U,Organismos internacionais,76,247,CAGED Antigo
2009-09-01,A,Agropecuária,-17237,95172,CAGED Antigo
2009-09-01,B,Indústria extrativa,1195,4679,CAGED Antigo
2009-09-01,C,Indústria de transformação,120565,329417,CAGED Antigo
2009-09-01,D,Eletricidade e gás,412,1223,CAGED Antigo
2009-09-01,E,"Água, esgoto e resíduos",-2140,5794,CAGED Antigo
2009-09-01,F,Construção,34042,189132,CAGED Antigo
2009-09-01,G,Comércio e reparação,51906,350620,CAGED Antigo
2009-09-01,H,Transporte e armazenagem,10840,68483,CAGED Antigo
2009-09-01,I,Alojamento e alimentação,7088,74361,CAGED Antigo
2009-09-01,J,Informação e comunicação,5562,28495,CAGED Antigo
2009-09-01,K,Atividades financeiras,1427,11600,CAGED Antigo
2009-09-01,L,Atividades imobiliárias,412,3570,CAGED Antigo
2009-09-01,M,Atividades profissionais e científicas,3523,36511,CAGED Antigo
2009-09-01,N,Atividades administrativas e serviços,16779,179750,CAGED Antigo
2009-09-01,O,Administração pública,1507,6809,CAGED Antigo
2009-09-01,P,Educação,6569,28417,CAGED Antigo
2009-09-01,Q,Saúde humana e serviço social,6480,38474,CAGED Antigo
2009-09-01,R,"Artes, cultura e esporte",880,6633,CAGED Antigo
2009-09-01,S,Outros serviços,2783,31773,CAGED Antigo
2009-09-01,T,Serviços domésticos,38,511,CAGED Antigo
2009-09-01,U,Organismos internacionais,-9,156,CAGED Antigo
2009-12-01,A,Agropecuária,-116931,47782,CAGED Antigo
2009-12-01,B,Indústria extrativa,-269,3431,CAGED Antigo
2009-12-01,C,Indústria de transformação,-162226,155592,CAGED Antigo
2009-12-01,D,Eletricidade e gás,-310,930,CAGED Antigo
2009-12-01,E,"Água, esgoto e resíduos",-817,5339,CAGED Antigo
2009-12-01,F,Construção,-52297,116350,CAGED Antigo
2009-12-01,G,Comércio e reparação,8974,321482,CAGED Antigo
2009-12-01,H,Transporte e armazenagem,-7834,57616,CAGED Antigo
2009-12-01,I,Alojamento e alimentação,1811,67804,CAGED Antigo
2009-12-01,J,Informação e comunicação,426,19818,CAGED Antigo
2009-12-01,K,Atividades financeiras,446,10226,CAGED Antigo
2009-12-01,L,Atividades imobiliárias,-215,2545,CAGED Antigo
2009-12-01,M,Atividades profissionais e científicas,-3151,27220,CAGED Antigo
2009-12-01,N,Atividades administrativas e serviços,228,161920,CAGED Antigo
2009-12-01,O,Administração pública,-22267,3109,CAGED Antigo
2009-12-01,P,Educação,-44044,9492,CAGED Antigo
2009-12-01,Q,Saúde humana e serviço social,-2266,29303,CAGED Antigo
2009-12-01,R,"Artes, cultura e esporte",-1046,5569,CAGED Antigo
2009-12-01,S,Outros serviços,-13187,22433,CAGED Antigo
2009-12-01,T,Serviços domésticos,-182,343,CAGED Antigo
2009-12-01,U,Organismos internacionais,-35,177,CAGED Antigo
2010-01-01,A,Agropecuária,4286,91807,CAGED Antigo
2010-01-01,B,Indústria extrativa,1351,4280,CAGED Antigo
2010-01-01,C,Indústria de transformação,66028,277744,CAGED Antigo
2010-01-01,D,Eletricidade e gás,486,1395,CAGED Antigo
2010-01-01,E,"Água, esgoto e resíduos",2180,8169,CAGED Antigo
2010-01-01,F,Construção,57608,198405,CAGED Antigo
2010-01-01,G,Comércio e reparação,-4828,326320,CAGED Antigo
2010-01-01,H,Transporte e armazenagem,2772,63257,CAGED Antigo
2010-01-01,I,Alojamento e alimentação,6276,77583,CAGED Antigo
2010-01-01,J,Informação e comunicação,5365,25729,CAGED Antigo
2010-01-01,K,Atividades financeiras,3080,12366,CAGED Antigo
2010-01-01,L,Atividades imobiliárias,1273,4029,CAGED Antigo
2010-01-01,M,Atividades profissionais e científicas,12135,40733,CAGED Antigo
2010-01-01,N,Atividades administrativas e serviços,18292,176768,CAGED Antigo
2010-01-01,O,Administração pública,-881,5206,CAGED Antigo
2010-01-01,P,Educação,-3541,21321,CAGED Antigo
2010-01-01,Q,Saúde humana e serviço social,5518,36207,CAGED Antigo
2010-01-01,R,"Artes, cultura e esporte",1387,7071,CAGED Antigo
2010-01-01,S,Outros serviços,2582,31476,CAGED Antigo
2010-01-01,T,Serviços domésticos,58,512,CAGED Antigo
2010-01-01,U,Organismos internacionais,-8,84,CAGED Antigo
2010-02-01,A,Agropecuária,3756,98111,CAGED Antigo
2010-02-01,B,Indústria extrativa,1669,4931,CAGED Antigo
2010-02-01,C,Indústria de transformação,58807,305313,CAGED Antigo
2010-02-01,D,Eletricidade e gás,558,1401,CAGED Antigo
2010-02-01,E,"Água, esgoto e resíduos",1660,7954,CAGED Antigo
2010-02-01,F,Construção,37091,196740,CAGED Antigo
2010-02-01,G,Comércio e reparação,12388,334409,CAGED Antigo
2010-02-01,H,Transporte e armazenagem,10690,70964,CAGED Antigo
2010-02-01,I,Alojamento e alimentação,1396,75864,CAGED Antigo
2010-02-01,J,Informação e comunicação,4087,27739,CAGED Antigo
2010-02-01,K,Atividades financeiras,2781,12379,CAGED Antigo
2010-02-01,L,Atividades imobiliárias,448,3784,CAGED Antigo
2010-02-01,M,Atividades profissionais e científicas,6447,37235,CAGED Antigo
2010-02-01,N,Atividades administrativas e serviços,12457,180211,CAGED Antigo
2010-02-01,O,Administração pública,8139,19621,CAGED Antigo
2010-02-01,P,Educação,32625,63787,CAGED Antigo
2010-02-01,Q,Saúde humana e serviço social,6018,38229,CAGED Antigo
2010-02-01,R,"Artes, cultura e esporte",153,6734,CAGED Antigo
2010-02-01,S,Outros serviços,8224,40250,CAGED Antigo
2010-02-01,T,Serviços domésticos,20,537,CAGED Antigo
2010-02-01,U,Organismos internacionais,11,128,CAGED Antigo
2010-03-01,A,Agropecuária,10119,115910,CAGED Antigo
2010-03-01,B,Indústria extrativa,1640,5970,CAGED Antigo
2010-03-01,C,Indústria de transformação,69692,383575,CAGED Antigo
2010-03-01,D,Eletricidade e gás,173,1380,CAGED Antigo
2010-03-01,E,"Água, esgoto e resíduos",1753,9324,CAGED Antigo
2010-03-01,F,Construção,40912,236211,CAGED Antigo
2010-03-01,G,Comércio e reparação,31491,408332,CAGED Antigo
2010-03-01,H,Transporte e armazenagem,19606,91613,CAGED Antigo
2010-03-01,I,Alojamento e alimentação,2993,88327,CAGED Antigo
2010-03-01,J,Informação e comunicação,4418,30332,CAGED Antigo
2010-03-01,K,Atividades financeiras,3127,15574,CAGED Antigo
2010-03-01,L,Atividades imobiliárias,1001,5127,CAGED Antigo
2010-03-01,M,Atividades profissionais e científicas,9085,45987,CAGED Antigo
2010-03-01,N,Atividades administrativas e serviços,34346,221738,CAGED Antigo
2010-03-01,O,Administração pública,6157,13604,CAGED Antigo
2010-03-01,P,Educação,17556,50730,CAGED Antigo
2010-03-01,Q,Saúde humana e serviço social,6161,44939,CAGED Antigo
2010-03-01,R,"Artes, cultura e esporte",-145,7381,CAGED Antigo
2010-03-01,S,Outros serviços,6238,43158,CAGED Antigo
2010-03-01,T,Serviços domésticos,-9,608,CAGED Antigo
2010-03-01,U,Organismos internacionais,101,225,CAGED Antigo
2010-04-01,A,Agropecuária,38574,125651,CAGED Antigo
2010-04-01,B,Indústria extrativa,1507,5776,CAGED Antigo
2010-04-01,C,Indústria de transformação,79713,341466,CAGED Antigo
2010-04-01,D,Eletricidade e gás,415,1227,CAGED Antigo
2010-04-01,E,"Água, esgoto e resíduos",1615,7774,CAGED Antigo
2010-04-01,F,Construção,41516,216219,CAGED Antigo
2010-04-01,G,Comércio e reparação,42163,374296,CAGED Antigo
2010-04-01,H,Transporte e armazenagem,24188,84595,CAGED Antigo
2010-04-01,I,Alojamento e alimentação,6008,81685,CAGED Antigo
2010-04-01,J,Informação e comunicação,2792,27514,CAGED Antigo
2010-04-01,K,Atividades financeiras,3868,15726,CAGED Antigo
2010-04-01,L,Atividades imobiliárias,1233,4700,CAGED Antigo
2010-04-01,M,Atividades profissionais e científicas,9361,42513,CAGED Antigo
2010-04-01,N,Atividades administrativas e serviços,16234,192408,CAGED Antigo
2010-04-01,O,Administração pública,4229,10384,CAGED Antigo
2010-04-01,P,Educação,11501,36417,CAGED Antigo
2010-04-01,Q,Saúde humana e serviço social,11024,44585,CAGED Antigo
2010-04-01,R,"Artes, cultura e esporte",131,7209,CAGED Antigo
2010-04-01,S,Outros serviços,8814,39166,CAGED Antigo
2010-04-01,T,Serviços domésticos,45,554,CAGED Antigo
2010-04-01,U,Organismos internacionais,137,210,CAGED Antigo
2010-08-01,A,Agropecuária,-11582,96795,CAGED Antigo
2010-08-01,B,Indústria extrativa,1821,5709,CAGED Antigo
2010-08-01,C,Indústria de transformação,66045,332261,CAGED Antigo
2010-08-01,D,Eletricidade e gás,1132,2165,CAGED Antigo
2010-08-01,E,"Água, esgoto e resíduos",1738,8204,CAGED Antigo
2010-08-01,F,Construção,43823,248010,CAGED Antigo
2010-08-01,G,Comércio e reparação,68215,402977,CAGED Antigo
2010-08-01,H,Transporte e armazenagem,16470,84614,CAGED Antigo
2010-08-01,I,Alojamento e alimentação,9115,87080,CAGED Antigo
2010-08-01,J,Informação e comunicação,16024,41142,CAGED Antigo
2010-08-01,K,Atividades financeiras,5405,17359,CAGED Antigo
2010-08-01,L,Atividades imobiliárias,1260,4965,CAGED Antigo
2010-08-01,M,Atividades profissionais e científicas,9211,46579,CAGED Antigo
2010-08-01,N,Atividades administrativas e serviços,25173,205882,CAGED Antigo
2010-08-01,O,Administração pública,2410,8125,CAGED Antigo
2010-08-01,P,Educação,22895,53612,CAGED Antigo
2010-08-01,Q,Saúde humana e serviço social,10756,46040,CAGED Antigo
2010-08-01,R,"Artes, cultura e esporte",1461,7723,CAGED Antigo
2010-08-01,S,Outros serviços,7904,40484,CAGED Antigo
2010-08-01,T,Serviços domésticos,56,693,CAGED Antigo
2010-08-01,U,Organismos internacionais,83,240,CAGED Antigo
2010-09-01,A,Agropecuária,-23058,88663,CAGED Antigo
2010-09-01,B,Indústria extrativa,2329,6240,CAGED Antigo
2010-09-01,C,Indústria de transformação,92174,347702,CAGED Antigo
2010-09-01,D,Eletricidade e gás,107,1265,CAGED Antigo
2010-09-01,E,"Água, esgoto e resíduos",967,7571,CAGED Antigo
2010-09-01,F,Construção,23940,231476,CAGED Antigo
2010-09-01,G,Comércio e reparação,57483,404475,CAGED Antigo
2010-09-01,H,Transporte e armazenagem,14437,83261,CAGED Antigo
2010-09-01,I,Alojamento e alimentação,8309,86993,CAGED Antigo
2010-09-01,J,Informação e comunicação,8449,33578,CAGED Antigo
2010-09-01,K,Atividades financeiras,5684,16901,CAGED Antigo
2010-09-01,L,Atividades imobiliárias,945,4782,CAGED Antigo
2010-09-01,M,Atividades profissionais e científicas,6728,42935,CAGED Antigo
2010-09-01,N,Atividades administrativas e serviços,24512,207698,CAGED Antigo
2010-09-01,O,Administração pública,1693,6121,CAGED Antigo
2010-09-01,P,Educação,8521,32815,CAGED Antigo
2010-09-01,Q,Saúde humana e serviço social,6850,41615,CAGED Antigo
2010-09-01,R,"Artes, cultura e esporte",919,7211,CAGED Antigo
2010-09-01,S,Outros serviços,5802,36437,CAGED Antigo
2010-09-01,T,Serviços domésticos,60,646,CAGED Antigo
2010-09-01,U,Organismos internacionais,24,200,CAGED Antigo
2010-11-01,A,Agropecuária,-57706,78333,CAGED Antigo
2010-11-01,B,Indústria extrativa,1437,5189,CAGED Antigo
2010-11-01,C,Indústria de transformação,-10760,256470,CAGED Antigo
2010-11-01,D,Eletricidade e gás,147,1129,CAGED Antigo
2010-11-01,E,"Água, esgoto e resíduos",1058,7012,CAGED Antigo
2010-11-01,F,Construção,-5072,205302,CAGED Antigo
2010-11-01,G,Comércio e reparação,133227,457277,CAGED Antigo
2010-11-01,H,Transporte e armazenagem,7442,79734,CAGED Antigo
2010-11-01,I,Alojamento e alimentação,15955,91657,CAGED Antigo
2010-11-01,J,Informação e comunicação,5905,28300,CAGED Antigo
2010-11-01,K,Atividades financeiras,5088,15131,CAGED Antigo
2010-11-01,L,Atividades imobiliárias,895,4497,CAGED Antigo
2010-11-01,M,Atividades profissionais e científicas,7952,41142,CAGED Antigo
2010-11-01,N,Atividades administrativas e serviços,24181,203161,CAGED Antigo
2010-11-01,O,Administração pública,135,4305,CAGED Antigo
2010-11-01,P,Educação,-133,20958,CAGED Antigo
2010-11-01,Q,Saúde humana e serviço social,6444,38106,CAGED Antigo
2010-11-01,R,"Artes, cultura e esporte",339,6538,CAGED Antigo
2010-11-01,S,Outros serviços,1737,31981,CAGED Antigo
2010-11-01,T,Serviços domésticos,-56,537,CAGED Antigo
2010-11-01,U,Organismos internacionais,32,113,CAGED Antigo
2011-01-01,A,Agropecuária,8128,94992,CAGED Antigo
2011-01-01,B,Indústria extrativa,1907,5527,CAGED Antigo
2011-01-01,C,Indústria de transformação,52254,310310,CAGED Antigo
2011-01-01,D,Eletricidade e gás,316,1612,CAGED Antigo
2011-01-01,E,"Água, esgoto e resíduos",1128,9291,CAGED Antigo
2011-01-01,F,Construção,37592,231992,CAGED Antigo
2011-01-01,G,Comércio e reparação,-16278,385571,CAGED Antigo
2011-01-01,H,Transporte e armazenagem,7512,80303,CAGED Antigo
2011-01-01,I,Alojamento e alimentação,4983,92299,CAGED Antigo
2011-01-01,J,Informação e comunicação,6454,30238,CAGED Antigo
2011-01-01,K,Atividades financeiras,5340,16314,CAGED Antigo
2011-01-01,L,Atividades imobiliárias,973,4847,CAGED Antigo
2011-01-01,M,Atividades profissionais e científicas,11743,47633,CAGED Antigo
2011-01-01,N,Atividades administrativas e serviços,20453,218630,CAGED Antigo
2011-01-01,O,Administração pública,-1122,7831,CAGED Antigo
2011-01-01,P,Educação,-3670,26156,CAGED Antigo
2011-01-01,Q,Saúde humana e serviço social,9217,43722,CAGED Antigo
2011-01-01,R,"Artes, cultura e esporte",1670,8354,CAGED Antigo
2011-01-01,S,Outros serviços,3370,35016,CAGED Antigo
2011-01-01,T,Serviços domésticos,112,662,CAGED Antigo
2011-01-01,U,Organismos internacionais,45,136,CAGED Antigo
2011-02-01,A,Agropecuária,20650,100200,CAGED Antigo
2011-02-01,B,Indústria extrativa,1942,5996,CAGED Antigo
2011-02-01,C,Indústria de transformação,55721,340418,CAGED Antigo
2011-02-01,D,Eletricidade e gás,71,1460,CAGED Antigo
2011-02-01,E,"Água, esgoto e resíduos",961,8318,CAGED Antigo
2011-02-01,F,Construção,35399,231291,CAGED Antigo
2011-02-01,G,Comércio e reparação,19212,402260,CAGED Antigo
2011-02-01,H,Transporte e armazenagem,15565,90036,CAGED Antigo
2011-02-01,I,Alojamento e alimentação,9107,95717,CAGED Antigo
2011-02-01,J,Informação e comunicação,3962,30107,CAGED Antigo
2011-02-01,K,Atividades financeiras,3858,15987,CAGED Antigo
2011-02-01,L,Atividades imobiliárias,607,4749,CAGED Antigo
2011-02-01,M,Atividades profissionais e científicas,7563,45672,CAGED Antigo
2011-02-01,N,Atividades administrativas e serviços,31453,226636,CAGED Antigo
2011-02-01,O,Administração pública,15056,21964,CAGED Antigo
2011-02-01,P,Educação,39835,75546,CAGED Antigo
2011-02-01,Q,Saúde humana e serviço social,8350,47850,CAGED Antigo
2011-02-01,R,"Artes, cultura e esporte",966,7913,CAGED Antigo
2011-02-01,S,Outros serviços,10479,44381,CAGED Antigo
2011-02-01,T,Serviços domésticos,-49,574,CAGED Antigo
2011-02-01,U,Organismos internacionais,91,142,CAGED Antigo
2011-04-01,A,Agropecuária,27854,114124,CAGED Antigo
2011-04-01,B,Indústria extrativa,2334,6177,CAGED Antigo
2011-04-01,C,Indústria de transformação,48540,348432,CAGED Antigo
2011-04-01,D,Eletricidade e gás,291,1351,CAGED Antigo
2011-04-01,E,"Água, esgoto e resíduos",1718,9316,CAGED Antigo
2011-04-01,F,Construção,33900,227572,CAGED Antigo
2011-04-01,G,Comércio e reparação,43594,408749,CAGED Antigo
2011-04-01,H,Transporte e armazenagem,29176,100744,CAGED Antigo
2011-04-01,I,Alojamento e alimentação,7313,91055,CAGED Antigo
2011-04-01,J,Informação e comunicação,6877,32411,CAGED Antigo
2011-04-01,K,Atividades financeiras,4124,16421,CAGED Antigo
2011-04-01,L,Atividades imobiliárias,1358,5065,CAGED Antigo
2011-04-01,M,Atividades profissionais e científicas,10485,46739,CAGED Antigo
2011-04-01,N,Atividades administrativas e serviços,21213,220789,CAGED Antigo
2011-04-01,O,Administração pública,2989,8332,CAGED Antigo
2011-04-01,P,Educação,13162,39296,CAGED Antigo
2011-04-01,Q,Saúde humana e serviço social,11356,48435,CAGED Antigo
2011-04-01,R,"Artes, cultura e esporte",817,7736,CAGED Antigo
