date,secao,secao_nome,saldo,admissoes,fonte
2011-04-01,S,Outros serviços,5048,40901,CAGED Antigo
2011-04-01,T,Serviços domésticos,25,571,CAGED Antigo
2011-04-01,U,Organismos internacionais,51,162,CAGED Antigo
2011-05-01,A,Agropecuária,79471,172622,CAGED Antigo
2011-05-01,B,Indústria extrativa,1973,6261,CAGED Antigo
2011-05-01,C,Indústria de transformação,40796,348282,CAGED Antigo
2011-05-01,D,Eletricidade e gás,230,1325,CAGED Antigo
2011-05-01,E,"Água, esgoto e resíduos",1403,8881,CAGED Antigo
2011-05-01,F,Construção,31235,255615,CAGED Antigo
2011-05-01,G,Comércio e reparação,26449,432172,CAGED Antigo
2011-05-01,H,Transporte e armazenagem,15115,101805,CAGED Antigo
2011-05-01,I,Alojamento e alimentação,2569,96473,CAGED Antigo
2011-05-01,J,Informação e comunicação,4811,32444,CAGED Antigo
2011-05-01,K,Atividades financeiras,3045,17788,CAGED Antigo
2011-05-01,L,Atividades imobiliárias,648,5248,CAGED Antigo
2011-05-01,M,Atividades profissionais e científicas,6937,49655,CAGED Antigo
2011-05-01,N,Atividades administrativas e serviços,12251,235246,CAGED Antigo
2011-05-01,O,Administração pública,1624,7840,CAGED Antigo
2011-05-01,P,Educação,8519,37037,CAGED Antigo
2011-05-01,Q,Saúde humana e serviço social,7800,50560,CAGED Antigo
2011-05-01,R,"Artes, cultura e esporte",276,8203,CAGED Antigo
2011-05-01,S,Outros serviços,6778,44342,CAGED Antigo
2011-05-01,T,Serviços domésticos,85,690,CAGED Antigo
2011-05-01,U,Organismos internacionais,52,176,CAGED Antigo
2011-06-01,A,Agropecuária,75001,165849,CAGED Antigo
2011-06-01,B,Indústria extrativa,2037,6435,CAGED Antigo
2011-06-01,C,Indústria de transformação,21531,304559,CAGED Antigo
2011-06-01,D,Eletricidade e gás,294,1441,CAGED Antigo
2011-06-01,E,"Água, esgoto e resíduos",99,8029,CAGED Antigo
2011-06-01,F,Construção,33174,249278,CAGED Antigo
2011-06-01,G,Comércio e reparação,31943,416358,CAGED Antigo
2011-06-01,H,Transporte e armazenagem,10879,92540,CAGED Antigo
2011-06-01,I,Alojamento e alimentação,7181,91128,CAGED Antigo
2011-06-01,J,Informação e comunicação,3639,30136,CAGED Antigo
2011-06-01,K,Atividades financeiras,2152,15897,CAGED Antigo
2011-06-01,L,Atividades imobiliárias,934,5345,CAGED Antigo
2011-06-01,M,Atividades profissionais e científicas,8006,48765,CAGED Antigo
2011-06-01,N,Atividades administrativas e serviços,5590,212921,CAGED Antigo
2011-06-01,O,Administração pública,1387,6369,CAGED Antigo
2011-06-01,P,Educação,-2937,30152,CAGED Antigo
2011-06-01,Q,Saúde humana e serviço social,9370,48643,CAGED Antigo
2011-06-01,R,"Artes, cultura e esporte",608,7648,CAGED Antigo
2011-06-01,S,Outros serviços,4457,39518,CAGED Antigo
2011-06-01,T,Serviços domésticos,4,618,CAGED Antigo
2011-06-01,U,Organismos internacionais,44,188,CAGED Antigo
2011-07-01,A,Agropecuária,13668,114724,CAGED Antigo
2011-07-01,B,Indústria extrativa,2320,6702,CAGED Antigo
2011-07-01,C,Indústria de transformação,22640,299221,CAGED Antigo
2011-07-01,D,Eletricidade e gás,622,1648,CAGED Antigo
2011-07-01,E,"Água, esgoto e resíduos",479,7671,CAGED Antigo
2011-07-01,F,Construção,27533,246819,CAGED Antigo
2011-07-01,G,Comércio e reparação,30340,403898,CAGED Antigo
2011-07-01,H,Transporte e armazenagem,9046,84746,CAGED Antigo
2011-07-01,I,Alojamento e alimentação,3869,89606,CAGED Antigo
2011-07-01,J,Informação e comunicação,4479,31470,CAGED Antigo
2011-07-01,K,Atividades financeiras,3156,15970,CAGED Antigo
2011-07-01,L,Atividades imobiliárias,793,5035,CAGED Antigo
2011-07-01,M,Atividades profissionais e científicas,9002,50059,CAGED Antigo
2011-07-01,N,Atividades administrativas e serviços,7957,213996,CAGED Antigo
2011-07-01,O,Administração pública,-39,6057,CAGED Antigo
2011-07-01,P,Educação,-8622,25747,CAGED Antigo
2011-07-01,Q,Saúde humana e serviço social,8562,47361,CAGED Antigo
2011-07-01,R,"Artes, cultura e esporte",1067,7672,CAGED Antigo
2011-07-01,S,Outros serviços,3563,37648,CAGED Antigo
2011-07-01,T,Serviços domésticos,75,630,CAGED Antigo
2011-07-01,U,Organismos internacionais,53,183,CAGED Antigo
2011-08-01,A,Agropecuária,-19640,100375,CAGED Antigo
2011-08-01,B,Indústria extrativa,2414,6765,CAGED Antigo
2011-08-01,C,Indústria de transformação,35131,332064,CAGED Antigo
2011-08-01,D,Eletricidade e gás,504,1578,CAGED Antigo
2011-08-01,E,"Água, esgoto e resíduos",-389,8093,CAGED Antigo
2011-08-01,F,Construção,34179,257341,CAGED Antigo
2011-08-01,G,Comércio e reparação,45982,432376,CAGED Antigo
2011-08-01,H,Transporte e armazenagem,12041,91589,CAGED Antigo
2011-08-01,I,Alojamento e alimentação,6373,96069,CAGED Antigo
2011-08-01,J,Informação e comunicação,4824,34103,CAGED Antigo
2011-08-01,K,Atividades financeiras,4069,17524,CAGED Antigo
2011-08-01,L,Atividades imobiliárias,708,5215,CAGED Antigo
2011-08-01,M,Atividades profissionais e científicas,8130,51725,CAGED Antigo
2011-08-01,N,Atividades administrativas e serviços,15852,230326,CAGED Antigo
2011-08-01,O,Administração pública,1701,8205,CAGED Antigo
2011-08-01,P,Educação,22273,56474,CAGED Antigo
2011-08-01,Q,Saúde humana e serviço social,8029,48030,CAGED Antigo
2011-08-01,R,"Artes, cultura e esporte",1221,8332,CAGED Antigo
2011-08-01,S,Outros serviços,6999,43306,CAGED Antigo
2011-08-01,T,Serviços domésticos,43,683,CAGED Antigo
2011-08-01,U,Organismos internacionais,2,148,CAGED Antigo
2011-09-01,A,Agropecuária,-21227,91610,CAGED Antigo
2011-09-01,B,Indústria extrativa,2119,6324,CAGED Antigo
2011-09-01,C,Indústria de transformação,64080,335043,CAGED Antigo
2011-09-01,D,Eletricidade e gás,631,1508,CAGED Antigo
2011-09-01,E,"Água, esgoto e resíduos",365,7571,CAGED Antigo
2011-09-01,F,Construção,27111,244745,CAGED Antigo
2011-09-01,G,Comércio e reparação,43882,424277,CAGED Antigo
2011-09-01,H,Transporte e armazenagem,12544,88575,CAGED Antigo
2011-09-01,I,Alojamento e alimentação,9205,93355,CAGED Antigo
2011-09-01,J,Informação e comunicação,3592,32196,CAGED Antigo
2011-09-01,K,Atividades financeiras,4124,15769,CAGED Antigo
2011-09-01,L,Atividades imobiliárias,949,5205,CAGED Antigo
2011-09-01,M,Atividades profissionais e científicas,9243,52033,CAGED Antigo
2011-09-01,N,Atividades administrativas e serviços,25208,228707,CAGED Antigo
2011-09-01,O,Administração pública,1696,7194,CAGED Antigo
2011-09-01,P,Educação,9639,35351,CAGED Antigo
2011-09-01,Q,Saúde humana e serviço social,7958,46398,CAGED Antigo
2011-09-01,R,"Artes, cultura e esporte",1775,8209,CAGED Antigo
2011-09-01,S,Outros serviços,6053,38158,CAGED Antigo
2011-09-01,T,Serviços domésticos,59,615,CAGED Antigo
2011-09-01,U,Organismos internacionais,72,183,CAGED Antigo
2011-10-01,A,Agropecuária,-30079,85272,CAGED Antigo
2011-10-01,B,Indústria extrativa,1579,5593,CAGED Antigo
2011-10-01,C,Indústria de transformação,4759,282084,CAGED Antigo
2011-10-01,D,Eletricidade e gás,368,1410,CAGED Antigo
2011-10-01,E,"Água, esgoto e resíduos",-30,7159,CAGED Antigo
2011-10-01,F,Construção,12614,227055,CAGED Antigo
2011-10-01,G,Comércio e reparação,62537,428635,CAGED Antigo
2011-10-01,H,Transporte e armazenagem,13562,89042,CAGED Antigo
2011-10-01,I,Alojamento e alimentação,5127,90967,CAGED Antigo
2011-10-01,J,Informação e comunicação,3922,30513,CAGED Antigo
2011-10-01,K,Atividades financeiras,3768,15170,CAGED Antigo
2011-10-01,L,Atividades imobiliárias,1202,5316,CAGED Antigo
2011-10-01,M,Atividades profissionais e científicas,6774,47826,CAGED Antigo
2011-10-01,N,Atividades administrativas e serviços,24158,226544,CAGED Antigo
2011-10-01,O,Administração pública,869,5615,CAGED Antigo
2011-10-01,P,Educação,4445,27457,CAGED Antigo
2011-10-01,Q,Saúde humana e serviço social,8387,45188,CAGED Antigo
2011-10-01,R,"Artes, cultura e esporte",243,7272,CAGED Antigo
2011-10-01,S,Outros serviços,1931,35682,CAGED Antigo
2011-10-01,T,Serviços domésticos,-54,603,CAGED Antigo
2011-10-01,U,Organismos internacionais,61,163,CAGED Antigo
2011-11-01,A,Agropecuária,-42556,79569,CAGED Antigo
2011-11-01,B,Indústria extrativa,391,4698,CAGED Antigo
2011-11-01,C,Indústria de transformação,-54341,243926,CAGED Antigo
2011-11-01,D,Eletricidade e gás,-54,930,CAGED Antigo
2011-11-01,E,"Água, esgoto e resíduos",-362,7117,CAGED Antigo
2011-11-01,F,Construção,-20918,210906,CAGED Antigo
2011-11-01,G,Comércio e reparação,108520,468395,CAGED Antigo
2011-11-01,H,Transporte e armazenagem,2199,86496,CAGED Antigo
2011-11-01,I,Alojamento e alimentação,13009,96605,CAGED Antigo
2011-11-01,J,Informação e comunicação,5396,30121,CAGED Antigo
2011-11-01,K,Atividades financeiras,2116,14683,CAGED Antigo
2011-11-01,L,Atividades imobiliárias,503,4764,CAGED Antigo
2011-11-01,M,Atividades profissionais e científicas,5755,45730,CAGED Antigo
2011-11-01,N,Atividades administrativas e serviços,16435,214717,CAGED Antigo
2011-11-01,O,Administração pública,194,4844,CAGED Antigo
2011-11-01,P,Educação,-1398,22209,CAGED Antigo
2011-11-01,Q,Saúde humana e serviço social,6670,42231,CAGED Antigo
2011-11-01,R,"Artes, cultura e esporte",1068,8009,CAGED Antigo
2011-11-01,S,Outros serviços,301,33807,CAGED Antigo
2011-11-01,T,Serviços domésticos,-226,534,CAGED Antigo
2011-11-01,U,Organismos internacionais,33,131,CAGED Antigo
2011-12-01,A,Agropecuária,-73686,53100,CAGED Antigo
2011-12-01,B,Indústria extrativa,494,4760,CAGED Antigo
2011-12-01,C,Indústria de transformação,-141153,165822,CAGED Antigo
2011-12-01,D,Eletricidade e gás,-568,712,CAGED Antigo
2011-12-01,E,"Água, esgoto e resíduos",-1153,12091,CAGED Antigo
2011-12-01,F,Construção,-79682,156664,CAGED Antigo
2011-12-01,G,Comércio e reparação,-11029,389019,CAGED Antigo
2011-12-01,H,Transporte e armazenagem,-6425,71153,CAGED Antigo
2011-12-01,I,Alojamento e alimentação,1570,87297,CAGED Antigo
2011-12-01,J,Informação e comunicação,-1637,24118,CAGED Antigo
2011-12-01,K,Atividades financeiras,1075,12407,CAGED Antigo
2011-12-01,L,Atividades imobiliárias,-88,3938,CAGED Antigo
2011-12-01,M,Atividades profissionais e científicas,-8692,35357,CAGED Antigo
2011-12-01,N,Atividades administrativas e serviços,-782,199396,CAGED Antigo
2011-12-01,O,Administração pública,-17500,4175,CAGED Antigo
2011-12-01,P,Educação,-50326,12999,CAGED Antigo
2011-12-01,Q,Saúde humana e serviço social,-1071,39071,CAGED Antigo
2011-12-01,R,"Artes, cultura e esporte",-1103,6313,CAGED Antigo
2011-12-01,S,Outros serviços,-16037,26148,CAGED Antigo
2011-12-01,T,Serviços domésticos,-419,350,CAGED Antigo
2011-12-01,U,Organismos internacionais,40,161,CAGED Antigo
2012-01-01,A,Agropecuária,12413,97031,CAGED Antigo
2012-01-01,B,Indústria extrativa,1581,6029,CAGED Antigo
2012-01-01,C,Indústria de transformação,35120,302004,CAGED Antigo
2012-01-01,D,Eletricidade e gás,295,1461,CAGED Antigo
2012-01-01,E,"Água, esgoto e resíduos",645,8585,CAGED Antigo
2012-01-01,F,Construção,46874,253233,CAGED Antigo
2012-01-01,G,Comércio e reparação,-35128,398599,CAGED Antigo
2012-01-01,H,Transporte e armazenagem,3460,85040,CAGED Antigo
2012-01-01,I,Alojamento e alimentação,6363,100506,CAGED Antigo
2012-01-01,J,Informação e comunicação,3762,30836,CAGED Antigo
2012-01-01,K,Atividades financeiras,1497,14301,CAGED Antigo
2012-01-01,L,Atividades imobiliárias,1180,5525,CAGED Antigo
2012-01-01,M,Atividades profissionais e científicas,10706,52195,CAGED Antigo
2012-01-01,N,Atividades administrativas e serviços,20512,225136,CAGED Antigo
2012-01-01,O,Administração pública,-398,7492,CAGED Antigo
2012-01-01,P,Educação,-2979,30621,CAGED Antigo
2012-01-01,Q,Saúde humana e serviço social,8697,46561,CAGED Antigo
2012-01-01,R,"Artes, cultura e esporte",2344,9766,CAGED Antigo
2012-01-01,S,Outros serviços,1717,35474,CAGED Antigo
2012-01-01,T,Serviços domésticos,84,661,CAGED Antigo
2012-01-01,U,Organismos internacionais,150,434,CAGED Antigo
2012-02-01,A,Agropecuária,-561,95988,CAGED Antigo
2012-02-01,B,Indústria extrativa,1596,5906,CAGED Antigo
2012-02-01,C,Indústria de transformação,18296,306752,CAGED Antigo
2012-02-01,D,Eletricidade e gás,-136,1509,CAGED Antigo
2012-02-01,E,"Água, esgoto e resíduos",1178,8312,CAGED Antigo
2012-02-01,F,Construção,30241,240522,CAGED Antigo
2012-02-01,G,Comércio e reparação,-5912,388123,CAGED Antigo
2012-02-01,H,Transporte e armazenagem,8475,86489,CAGED Antigo
2012-02-01,I,Alojamento e alimentação,-1322,94270,CAGED Antigo
2012-02-01,J,Informação e comunicação,2680,29054,CAGED Antigo
2012-02-01,K,Atividades financeiras,899,13137,CAGED Antigo
2012-02-01,L,Atividades imobiliárias,643,5158,CAGED Antigo
2012-02-01,M,Atividades profissionais e científicas,4503,45075,CAGED Antigo
2012-02-01,N,Atividades administrativas e serviços,16215,215735,CAGED Antigo
2012-02-01,O,Administração pública,14653,21380,CAGED Antigo
2012-02-01,P,Educação,41665,79054,CAGED Antigo
2012-02-01,Q,Saúde humana e serviço social,9662,49868,CAGED Antigo
2012-02-01,R,"Artes, cultura e esporte",530,8303,CAGED Antigo
2012-02-01,S,Outros serviços,7167,44510,CAGED Antigo
2012-02-01,T,Serviços domésticos,57,620,CAGED Antigo
2012-02-01,U,Organismos internacionais,71,297,CAGED Antigo
2012-03-01,A,Agropecuária,-17146,92477,CAGED Antigo
2012-03-01,B,Indústria extrativa,1804,6888,CAGED Antigo
2012-03-01,C,Indústria de transformação,-4655,339351,CAGED Antigo
2012-03-01,D,Eletricidade e gás,469,1663,CAGED Antigo
2012-03-01,E,"Água, esgoto e resíduos",443,9001,CAGED Antigo
2012-03-01,F,Construção,38648,266294,CAGED Antigo
2012-03-01,G,Comércio e reparação,6502,440022,CAGED Antigo
2012-03-01,H,Transporte e armazenagem,15017,98939,CAGED Antigo
2012-03-01,I,Alojamento e alimentação,-5112,97868,CAGED Antigo
2012-03-01,J,Informação e comunicação,524,31973,CAGED Antigo
2012-03-01,K,Atividades financeiras,1425,15396,CAGED Antigo
2012-03-01,L,Atividades imobiliárias,1271,6371,CAGED Antigo
2012-03-01,M,Atividades profissionais e científicas,4136,49671,CAGED Antigo
2012-03-01,N,Atividades administrativas e serviços,24699,243169,CAGED Antigo
2012-03-01,O,Administração pública,5780,13362,CAGED Antigo
2012-03-01,P,Educação,23206,59769,CAGED Antigo
2012-03-01,Q,Saúde humana e serviço social,8608,54143,CAGED Antigo
2012-03-01,R,"Artes, cultura e esporte",356,8942,CAGED Antigo
2012-03-01,S,Outros serviços,5714,44952,CAGED Antigo
2012-03-01,T,Serviços domésticos,27,621,CAGED Antigo
2012-03-01,U,Organismos internacionais,30,255,CAGED Antigo
2012-04-01,A,Agropecuária,21577,110906,CAGED Antigo
2012-04-01,B,Indústria extrativa,1970,6296,CAGED Antigo
2012-04-01,C,Indústria de transformação,28758,329958,CAGED Antigo
2012-04-01,D,Eletricidade e gás,151,1529,CAGED Antigo
2012-04-01,E,"Água, esgoto e resíduos",1951,9195,CAGED Antigo
2012-04-01,F,Construção,43422,249791,CAGED Antigo
2012-04-01,G,Comércio e reparação,34811,414013,CAGED Antigo
2012-04-01,H,Transporte e armazenagem,20440,98907,CAGED Antigo
2012-04-01,I,Alojamento e alimentação,2401,92608,CAGED Antigo
2012-04-01,J,Informação e comunicação,4783,32032,CAGED Antigo
2012-04-01,K,Atividades financeiras,2273,15844,CAGED Antigo
2012-04-01,L,Atividades imobiliárias,1331,5762,CAGED Antigo
2012-04-01,M,Atividades profissionais e científicas,6566,47381,CAGED Antigo
2012-04-01,N,Atividades administrativas e serviços,9753,229035,CAGED Antigo
2012-04-01,O,Administração pública,3862,10651,CAGED Antigo
2012-04-01,P,Educação,12632,41896,CAGED Antigo
2012-04-01,Q,Saúde humana e serviço social,12171,51919,CAGED Antigo
2012-04-01,R,"Artes, cultura e esporte",201,7997,CAGED Antigo
2012-04-01,S,Outros serviços,7952,41626,CAGED Antigo
2012-04-01,T,Serviços domésticos,-15,518,CAGED Antigo
2012-04-01,U,Organismos internacionais,-16,237,CAGED Antigo
2012-07-01,A,Agropecuária,23606,117518,CAGED Antigo
2012-07-01,B,Indústria extrativa,2237,6843,CAGED Antigo
2012-07-01,C,Indústria de transformação,24279,302231,CAGED Antigo
2012-07-01,D,Eletricidade e gás,401,1748,CAGED Antigo
2012-07-01,E,"Água, esgoto e resíduos",1318,9308,CAGED Antigo
2012-07-01,F,Construção,26784,258636,CAGED Antigo
2012-07-01,G,Comércio e reparação,23360,408370,CAGED Antigo
2012-07-01,H,Transporte e armazenagem,5581,88450,CAGED Antigo
2012-07-01,I,Alojamento e alimentação,562,91897,CAGED Antigo
2012-07-01,J,Informação e comunicação,4647,32323,CAGED Antigo
2012-07-01,K,Atividades financeiras,837,14684,CAGED Antigo
2012-07-01,L,Atividades imobiliárias,1060,6060,CAGED Antigo
2012-07-01,M,Atividades profissionais e científicas,5435,49272,CAGED Antigo
2012-07-01,N,Atividades administrativas e serviços,9710,222682,CAGED Antigo
2012-07-01,O,Administração pública,3216,10320,CAGED Antigo
2012-07-01,P,Educação,-6885,29952,CAGED Antigo
2012-07-01,Q,Saúde humana e serviço social,11429,54169,CAGED Antigo
2012-07-01,R,"Artes, cultura e esporte",465,8222,CAGED Antigo
2012-07-01,S,Outros serviços,4441,39759,CAGED Antigo
2012-07-01,T,Serviços domésticos,6,581,CAGED Antigo
2012-07-01,U,Organismos internacionais,7,216,CAGED Antigo
2012-09-01,A,Agropecuária,-19349,84078,CAGED Antigo
2012-09-01,B,Indústria extrativa,989,5616,CAGED Antigo
2012-09-01,C,Indústria de transformação,65625,321035,CAGED Antigo
2012-09-01,D,Eletricidade e gás,-166,1261,CAGED Antigo
2012-09-01,E,"Água, esgoto e resíduos",908,7836,CAGED Antigo
2012-09-01,F,Construção,11106,227871,CAGED Antigo
2012-09-01,G,Comércio e reparação,36979,406414,CAGED Antigo
2012-09-01,H,Transporte e armazenagem,6113,83430,CAGED Antigo
2012-09-01,I,Alojamento e alimentação,3271,90192,CAGED Antigo
2012-09-01,J,Informação e comunicação,4197,32454,CAGED Antigo
2012-09-01,K,Atividades financeiras,2941,14423,CAGED Antigo
2012-09-01,L,Atividades imobiliárias,939,5648,CAGED Antigo
2012-09-01,M,Atividades profissionais e científicas,5538,44877,CAGED Antigo
2012-09-01,N,Atividades administrativas e serviços,5994,205089,CAGED Antigo
2012-09-01,O,Administração pública,302,4627,CAGED Antigo
2012-09-01,P,Educação,10252,36643,CAGED Antigo
2012-09-01,Q,Saúde humana e serviço social,8087,47899,CAGED Antigo
2012-09-01,R,"Artes, cultura e esporte",1452,8248,CAGED Antigo
2012-09-01,S,Outros serviços,5044,36222,CAGED Antigo
2012-09-01,T,Serviços domésticos,26,540,CAGED Antigo
2012-09-01,U,Organismos internacionais,86,344,CAGED Antigo
2012-11-01,A,Agropecuária,-32650,75751,CAGED Antigo
2012-11-01,B,Indústria extrativa,-92,4660,CAGED Antigo
2012-11-01,C,Indústria de transformação,-25306,253073,CAGED Antigo
2012-11-01,D,Eletricidade e gás,-64,1250,CAGED Antigo
2012-11-01,E,"Água, esgoto e resíduos",-1748,6544,CAGED Antigo
2012-11-01,F,Construção,-41859,205007,CAGED Antigo
2012-11-01,G,Comércio e reparação,109807,480033,CAGED Antigo
2012-11-01,H,Transporte e armazenagem,5130,83794,CAGED Antigo
2012-11-01,I,Alojamento e alimentação,10302,99766,CAGED Antigo
2012-11-01,J,Informação e comunicação,1689,28680,CAGED Antigo
2012-11-01,K,Atividades financeiras,2161,13580,CAGED Antigo
2012-11-01,L,Atividades imobiliárias,851,5650,CAGED Antigo
2012-11-01,M,Atividades profissionais e científicas,-108,39658,CAGED Antigo
2012-11-01,N,Atividades administrativas e serviços,16705,215436,CAGED Antigo
2012-11-01,O,Administração pública,-2591,2754,CAGED Antigo
2012-11-01,P,Educação,-1811,22590,CAGED Antigo
2012-11-01,Q,Saúde humana e serviço social,5782,44535,CAGED Antigo
2012-11-01,R,"Artes, cultura e esporte",1093,8417,CAGED Antigo
2012-11-01,S,Outros serviços,-1082,32302,CAGED Antigo
2012-11-01,T,Serviços domésticos,-100,520,CAGED Antigo
2012-11-01,U,Organismos internacionais,-14,306,CAGED Antigo
2012-12-01,A,Agropecuária,-82550,46203,CAGED Antigo
2012-12-01,B,Indústria extrativa,-1591,3547,CAGED Antigo
2012-12-01,C,Indústria de transformação,-173128,155775,CAGED Antigo
2012-12-01,D,Eletricidade e gás,-869,895,CAGED Antigo
2012-12-01,E,"Água, esgoto e resíduos",-195,6391,CAGED Antigo
2012-12-01,F,Construção,-95607,128208,CAGED Antigo
2012-12-01,G,Comércio e reparação,1004,380956,CAGED Antigo
2012-12-01,H,Transporte e armazenagem,-18609,67645,CAGED Antigo
2012-12-01,I,Alojamento e alimentação,-1683,84814,CAGED Antigo
2012-12-01,J,Informação e comunicação,-3167,21939,CAGED Antigo
2012-12-01,K,Atividades financeiras,-1155,10884,CAGED Antigo
2012-12-01,L,Atividades imobiliárias,-1269,3904,CAGED Antigo
2012-12-01,M,Atividades profissionais e científicas,-10147,28732,CAGED Antigo
2012-12-01,N,Atividades administrativas e serviços,-5272,189347,CAGED Antigo
2012-12-01,O,Administração pública,-27710,1880,CAGED Antigo
2012-12-01,P,Educação,-50257,12869,CAGED Antigo
2012-12-01,Q,Saúde humana e serviço social,-5663,36422,CAGED Antigo
2012-12-01,R,"Artes, cultura e esporte",-691,6612,CAGED Antigo
2012-12-01,S,Outros serviços,-18313,23449,CAGED Antigo
2012-12-01,T,Serviços domésticos,-241,341,CAGED Antigo
2012-12-01,U,Organismos internacionais,169,403,CAGED Antigo
2013-02-01,A,Agropecuária,-9955,86657,CAGED Antigo
2013-02-01,B,Indústria extrativa,371,5240,CAGED Antigo
2013-02-01,C,Indústria de transformação,30522,325330,CAGED Antigo
2013-02-01,D,Eletricidade e gás,-7,1528,CAGED Antigo
2013-02-01,E,"Água, esgoto e resíduos",93,9424,CAGED Antigo
2013-02-01,F,Construção,17867,233697,CAGED Antigo
2013-02-01,G,Comércio e reparação,-9396,400929,CAGED Antigo
2013-02-01,H,Transporte e armazenagem,7888,90842,CAGED Antigo
2013-02-01,I,Alojamento e alimentação,-1478,100410,CAGED Antigo
2013-02-01,J,Informação e comunicação,2722,30915,CAGED Antigo
2013-02-01,K,Atividades financeiras,1597,13592,CAGED Antigo
2013-02-01,L,Atividades imobiliárias,628,5659,CAGED Antigo
2013-02-01,M,Atividades profissionais e científicas,-60,43646,CAGED Antigo
2013-02-01,N,Atividades administrativas e serviços,13582,218396,CAGED Antigo
2013-02-01,O,Administração pública,12399,19569,CAGED Antigo
2013-02-01,P,Educação,42469,83139,CAGED Antigo
2013-02-01,Q,Saúde humana e serviço social,6147,53493,CAGED Antigo
2013-02-01,R,"Artes, cultura e esporte",197,8716,CAGED Antigo
2013-02-01,S,Outros serviços,7602,42184,CAGED Antigo
2013-02-01,T,Serviços domésticos,145,752,CAGED Antigo
2013-02-01,U,Organismos internacionais,113,293,CAGED Antigo
2013-03-01,A,Agropecuária,-4589,90837,CAGED Antigo
2013-03-01,B,Indústria extrativa,815,5611,CAGED Antigo
2013-03-01,C,Indústria de transformação,23633,345088,CAGED Antigo
2013-03-01,D,Eletricidade e gás,-98,1437,CAGED Antigo
2013-03-01,E,"Água, esgoto e resíduos",57,9208,CAGED Antigo
2013-03-01,F,Construção,22120,248279,CAGED Antigo
2013-03-01,G,Comércio e reparação,3554,431878,CAGED Antigo
2013-03-01,H,Transporte e armazenagem,13845,101549,CAGED Antigo
2013-03-01,I,Alojamento e alimentação,-1537,102290,CAGED Antigo
2013-03-01,J,Informação e comunicação,1131,32981,CAGED Antigo
2013-03-01,K,Atividades financeiras,829,14399,CAGED Antigo
2013-03-01,L,Atividades imobiliárias,1245,6427,CAGED Antigo
2013-03-01,M,Atividades profissionais e científicas,1260,46942,CAGED Antigo
2013-03-01,N,Atividades administrativas e serviços,8651,230872,CAGED Antigo
2013-03-01,O,Administração pública,6535,13166,CAGED Antigo
2013-03-01,P,Educação,20422,57834,CAGED Antigo
2013-03-01,Q,Saúde humana e serviço social,9205,59082,CAGED Antigo
2013-03-01,R,"Artes, cultura e esporte",-372,9088,CAGED Antigo
2013-03-01,S,Outros serviços,5318,40973,CAGED Antigo
2013-03-01,T,Serviços domésticos,196,786,CAGED Antigo
2013-03-01,U,Organismos internacionais,230,421,CAGED Antigo
2013-04-01,A,Agropecuária,24498,112262,CAGED Antigo
2013-04-01,B,Indústria extrativa,782,5992,CAGED Antigo
2013-04-01,C,Indústria de transformação,39636,366169,CAGED Antigo
2013-04-01,D,Eletricidade e gás,114,1739,CAGED Antigo
2013-04-01,E,"Água, esgoto e resíduos",2317,10649,CAGED Antigo
2013-04-01,F,Construção,35270,261421,CAGED Antigo
2013-04-01,G,Comércio e reparação,17564,448142,CAGED Antigo
2013-04-01,H,Transporte e armazenagem,22131,109500,CAGED Antigo
2013-04-01,I,Alojamento e alimentação,3146,106042,CAGED Antigo
2013-04-01,J,Informação e comunicação,3217,35893,CAGED Antigo
2013-04-01,K,Atividades financeiras,828,14536,CAGED Antigo
2013-04-01,L,Atividades imobiliárias,1004,6579,CAGED Antigo
2013-04-01,M,Atividades profissionais e científicas,4633,48976,CAGED Antigo
2013-04-01,N,Atividades administrativas e serviços,4715,237288,CAGED Antigo
2013-04-01,O,Administração pública,3838,10920,CAGED Antigo
2013-04-01,P,Educação,14198,48170,CAGED Antigo
2013-04-01,Q,Saúde humana e serviço social,11522,60384,CAGED Antigo
2013-04-01,R,"Artes, cultura e esporte",599,9321,CAGED Antigo
2013-04-01,S,Outros serviços,5918,42315,CAGED Antigo
2013-04-01,T,Serviços domésticos,740,1432,CAGED Antigo
2013-04-01,U,Organismos internacionais,243,439,CAGED Antigo
2013-05-01,A,Agropecuária,33604,122669,CAGED Antigo
2013-05-01,B,Indústria extrativa,-45,5499,CAGED Antigo
2013-05-01,C,Indústria de transformação,13958,316809,CAGED Antigo
2013-05-01,D,Eletricidade e gás,-329,1365,CAGED Antigo
2013-05-01,E,"Água, esgoto e resíduos",602,8760,CAGED Antigo
2013-05-01,F,Construção,-2804,246487,CAGED Antigo
2013-05-01,G,Comércio e reparação,106,431501,CAGED Antigo
2013-05-01,H,Transporte e armazenagem,7871,98808,CAGED Antigo
2013-05-01,I,Alojamento e alimentação,-1272,102880,CAGED Antigo
2013-05-01,J,Informação e comunicação,4049,36753,CAGED Antigo
2013-05-01,K,Atividades financeiras,1200,14780,CAGED Antigo
2013-05-01,L,Atividades imobiliárias,722,6505,CAGED Antigo
2013-05-01,M,Atividades profissionais e científicas,1824,47974,CAGED Antigo
2013-05-01,N,Atividades administrativas e serviços,-2031,230051,CAGED Antigo
2013-05-01,O,Administração pública,2832,9368,CAGED Antigo
2013-05-01,P,Educação,6914,40187,CAGED Antigo
2013-05-01,Q,Saúde humana e serviço social,6101,56373,CAGED Antigo
